batch:10  lambda:100.0
epoch,dis_loss,gan_mae,gan_entropy,vgan_mae,vgan_entropy
131,0.00941871,4.84372,5.1259,12.7152,13.4046
132,0.00609571,4.95184,4.79837,14.554,14.3427
133,0.0058097,4.83146,4.93564,14.6517,13.3443
134,0.00638533,4.88225,5.03872,11.4347,12.2562
135,0.00944902,4.83178,4.5938,11.354,10.9349
136,0.00467927,4.97387,4.64672,16.7646,15.3066
137,0.0050918,4.71254,5.21655,12.5858,13.4579
138,0.0057558,4.81261,5.06147,13.1437,13.3959
139,0.00567456,4.86887,4.96949,14.3727,13.3491
140,0.00448014,4.91921,4.80129,18.0721,16.6481
141,0.00504647,4.8203,5.41189,13.1155,14.7656
142,0.00473427,4.42725,4.92442,12.7891,12.7742
143,0.00335327,4.90965,4.56767,15.9375,15.4381
144,0.00343103,5.32115,4.47549,16.4243,16.7176
145,0.00643211,4.2806,4.53483,16.9509,16.8568
146,0.00669251,4.69156,4.81707,13.3285,12.4297
147,0.00494383,5.34828,5.02155,13.1217,14.102
148,0.00408515,4.82765,4.53054,21.5383,18.1452
149,0.00811217,4.29113,4.60533,12.2531,11.9757
150,0.00649429,4.6086,4.50126,19.9587,18.9436
151,0.00449137,4.35646,5.11879,11.7988,12.6806
152,0.00596025,4.80392,4.74191,13.6896,13.7416
153,0.00652063,4.31384,4.36701,16.4175,14.1899
154,0.009581,4.49121,5.0234,17.8595,18.4519
155,0.0156846,4.66804,4.44498,11.9141,13.3195
156,0.00900555,4.69093,5.16499,11.867,11.5226
157,0.0106627,3.74276,4.85359,11.5039,11.6901
158,0.00913107,4.32802,4.55415,19.8168,21.458
159,0.0102802,4.20435,4.99623,15.1481,15.972
160,0.0091254,4.71723,4.78802,13.5213,13.6543
161,0.00609211,4.50595,4.49519,13.4676,13.534
162,0.00653262,4.50717,4.63836,10.2874,11.3712
163,0.00720722,5.54149,4.62501,12.8202,12.8608
164,0.00455641,4.83066,4.4045,10.7413,12.6124
165,0.0055167,4.73336,4.65846,18.9524,20.2325
166,0.00488138,4.44831,4.44221,15.4648,14.5192
167,0.00423907,4.48674,4.68493,13.8495,12.5246
168,0.00443058,4.27256,4.59074,16.04,15.7907
169,0.00471106,4.77144,4.62841,19.4279,17.0822
170,0.00478013,4.40473,3.89588,13.0579,13.9013
171,0.0051295,4.374,4.57784,20.054,21.1755
172,0.00459873,5.15158,4.83693,14.5802,15.4918
173,0.00419599,4.70207,4.44902,11.7668,10.5113
174,0.0069076,3.82977,3.84748,10.1625,12.6843
175,0.00621335,4.45217,4.03894,13.3966,14.4646
176,0.00514316,4.27434,4.27203,14.2306,14.955
177,0.00394919,3.68932,4.76712,11.7327,12.678
178,0.00447843,4.3737,4.31359,14.5826,16.0408
179,0.00557154,4.46986,4.28814,12.9206,13.2991
180,0.00611788,3.94792,4.08271,13.6441,13.1504
181,0.00879753,3.88,3.72009,20.4975,19.5147
182,0.0107981,3.91702,4.33388,20.0938,18.6521
183,0.0112047,4.26645,4.31304,17.9183,15.7985
184,0.00868571,3.76284,3.99311,15.8356,16.1233
185,0.00751902,4.08789,4.40611,12.9172,11.9514
186,0.005693,4.65261,8.80633,12.5362,12.2696
187,0.00548961,4.2355,4.31371,15.5807,15.171
