batch:10  lambda:100.0
epoch,dis_loss,gan_mae,gan_entropy,vgan_mae,vgan_entropy
475,1.23439,2.92492,2.92956,12.4844,12.327
476,1.18184,3.01546,3.19157,12.7761,12.4977
477,1.27083,3.15009,3.33971,12.1377,11.929
478,1.17319,3.05252,2.92025,11.7789,12.3387
479,1.25198,2.99855,2.78023,11.7388,11.5534
480,1.15948,3.16281,2.81059,13.0832,12.0728
481,1.19687,3.00938,2.67427,12.168,12.9763
482,1.15793,2.8995,2.91737,14.0033,13.0346
483,1.23322,3.22552,3.02359,12.1808,12.372
484,1.18124,2.94215,2.89218,12.3871,12.1161
485,1.18426,2.94297,2.77352,11.8709,12.6107
486,1.20748,3.05216,2.57336,11.4105,13.4215
487,1.15764,3.20243,3.10499,11.9482,12.159
488,1.23124,3.2611,2.97413,12.5279,12.7907
489,1.21397,3.28256,3.30657,12.4435,13.3804
490,1.14239,3.10122,3.20174,14.0644,12.8804
491,1.13186,3.20086,3.15434,12.2008,12.5065
492,1.17007,2.96429,2.81363,12.0641,11.4093
493,1.16195,3.42031,3.24961,11.9971,10.9345
494,1.14748,3.32657,3.01547,12.8609,12.179
495,1.20983,3.35031,3.25998,12.9528,12.8489
496,1.12795,3.08236,3.26659,12.3522,11.5629
497,1.20069,2.87565,2.65303,13.1744,12.8848
498,1.18349,2.88834,2.87659,13.0737,12.2447
499,1.20989,2.90508,2.92838,12.1384,12.9926
500,1.13162,3.02507,2.4653,11.8676,11.396
501,1.13407,3.1614,2.71483,12.7311,12.4297
502,1.22818,2.74016,2.86496,12.3795,12.8407
503,1.18802,3.09724,3.31025,11.4013,13.329
504,1.1698,2.46326,2.61411,12.3039,12.4384
505,1.14917,2.956,2.82597,13.1959,12.64
506,1.21507,2.64368,2.7113,12.3117,13.1286
507,1.15482,2.94296,3.01265,12.3327,12.612
508,1.19963,2.93473,3.04267,11.4531,12.2757
509,1.15999,2.97142,2.7486,11.6195,12.3193
510,1.20241,2.90198,2.77388,12.5389,13.1642
511,1.09095,2.95189,2.83109,12.3607,12.2424
512,1.23251,2.92506,2.68651,11.6997,12.1963
